poop_vial_id,field_poop_vial_id,weight_observer,sample_extracted_if_two_samples,date_weighed,mass_extracted_.g.,mass_estimated.,hair_in_feces.,extraction_notes_.contaminants_removed.,other_extraction_notes,extra_fecal_sample.,duplicate_sample.,extracted.,date_of_extraction,extraaction_observer
L1950,,Jinghan Xu,,2018-03-23,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L1957,,Jinghan Xu,,2018-03-09,0.05,,Y,,,Y,,Y,2018-03-01,Mark Castaneda
L1958,,Alexandra Geiger,,2018-03-28,0.05,,N,,,Y,,N,,Mark Castaneda
L1970,,Mark Castaneda,,2018-02-02,0.05,,N,bract and leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L1972,,Alexandra Geiger,,2018-03-28,0.05,,Y,,,Y,,Y,2018-03-01,Mark Castaneda
L1977,,Mark Castaneda,,2018-06-20,0.05,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L1982,,Jinghan Xu,,2018-03-23,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L1983,,Jinghan Xu,,2018-02-23,0.051,,Y,grass removed,,Y,,Y,2018-03-01,Mark Castaneda
L1997,,Jinghan Xu,,2018-03-16,0.051,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2000,,Jinghan Xu,,2018-03-23,0.05,,N,grass removed,,Y,,Y,2018-03-01,Mark Castaneda
L2018,,Alexandra Geiger,,2018-03-28,0.049,,Y,needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L2030,,Alexandra Geiger,,2018-03-30,0.05,,N,bract and needles removed,,Y,,Y,2018-06-01,Mark Castaneda
L2051,,Alexandra Geiger,,2018-03-28,0.049,,Y,,,Y,,N,,Mark Castaneda
L2052,,Mark Castaneda,,2018-03-16,0.048,,N,,,N,,Y,2018-03-01,Mark Castaneda
L2064,,Jinghan Xu,,2018-02-16,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2065,,Jinghan Xu,,2018-02-23,0.05,,N,grass and needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L2067,,Jinghan Xu,,2018-03-09,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2079,,Alexandra Geiger,,2018-03-28,0.05,,N,,,Y,,N,,Mark Castaneda
L2083,,Mark Castaneda,,2018-03-23,0.051,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2084,,Jinghan Xu,,2018-02-23,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2086,,Alexandra Geiger,,2018-03-28,0.051,,Y,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L2087,,Jinghan Xu,,2018-02-16,0.053,,N,needles and seed removed,,Y,,Y,2018-03-01,Mark Castaneda
L2100,,Mark Castaneda,,2018-03-16,0.05,,N,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L2107,,Alexandra Geiger,,2018-01-22,0.052,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2109,,Jinghan Xu,,2018-02-23,0.05,,Y,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L2110,,Mark Castaneda,,2018-03-16,0.054,,N,"bract, leaf, and needle removed",,Y,,Y,2018-03-01,Mark Castaneda
L2115,,Alexandra Geiger,,2018-03-30,0.051,,N,,,Y,,Y,2018-06-01,Mark Castaneda
L2117,,Mark Castaneda,,2018-03-16,0.052,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2122,,Jinghan Xu,,2018-02-16,0.05,,N,needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L2123,,Jinghan Xu,,2018-03-23,0.05,,N,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L2125,,Mark Castaneda,,2018-01-26,0.05,,N,needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L2126,,Mark Castaneda,,2018-01-26,0.053,,N,needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L2131,,Jinghan Xu,,2018-03-09,0.051,,N,grass and seed coat removed,,Y,,Y,2018-03-01,Mark Castaneda
L2135,,Jinghan Xu,,2018-03-16,0.05,,Y,grass removed,,Y,,Y,2018-03-01,Mark Castaneda
L2136,,Alexandra Geiger,,2018-03-28,0.049,,N,,,Y,,N,,Mark Castaneda
L2138,,Adam Scott,,2018-02-22,0.046,,N,,,N,,Y,2018-03-01,Mark Castaneda
L2150,,Mark Castaneda,,2018-03-16,0.052,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2156,,Training ,,2018-02-09,0.05,,N,"bract, leaf, stem removed",,Y,,Y,2018-03-01,Mark Castaneda
L2157,,Alexandra Geiger,,2018-03-28,0.053,,Y,leaves removed,,Y,,N,,Mark Castaneda
L2158,,Mark Castaneda,,2018-06-22,0.02,,N,,,N,,Y,2018-07-01,Mark Castaneda
L2165,,Alexandra Geiger,,2018-03-28,0.054,,Y,leaves and needles removed,,Y,,N,,Mark Castaneda
L2172,,Jinghan Xu,,2018-03-09,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2174,,Alexandra Geiger,,2018-03-28,0.053,,N,,,Y,,N,,Mark Castaneda
L2175,,Jinghan Xu,,2018-03-16,0.051,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2180,,Jinghan Xu,,2018-03-09,0.051,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2187,,Jinghan Xu,,2018-02-23,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2200,,Alexandra Geiger,,2018-03-28,0.051,,N,,,Y,,N,,Mark Castaneda
L2202,,Alexandra Geiger,,2018-03-30,0.05,,Y,needles removed,,Y,,Y,2018-06-01,Mark Castaneda
L2219,,Adam Scott,,2018-02-15,0.054,,N,flower and seed coat removed,,Y,,Y,2018-03-01,Mark Castaneda
L2221,,Jinghan Xu,,2018-03-09,0.051,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2233,,Jinghan Xu,,2018-02-23,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2234,,Jinghan Xu,,2018-02-16,0.05,,Y,needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L2237,,Jinghan Xu,,2018-03-09,0.051,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2313,,Mark Castaneda,,2018-01-26,0.052,,N,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L2314,,Mark Castaneda,,2018-06-21,0.037,,N,,,N,,Y,2018-07-01,Mark Castaneda
L2320,,Adam Scott,,2018-02-16,0.049,,N,seedling removed,,Y,,Y,2018-03-01,Mark Castaneda
L2327,,Adam Scott,,2018-02-16,0.048,,Y,,,Y,,Y,2018-03-01,Mark Castaneda
L2329,,Mark Castaneda,,2018-06-26,0.05,,Y,,,Y,,Y,2018-07-01,Mark Castaneda
L2360,,Jinghan Xu,,2018-03-09,0.05,,Y,,,Y,,Y,2018-03-01,Mark Castaneda
L2362,,Mark Castaneda,,2018-01-26,0.055,,N,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L2366,,Jinghan Xu,,2018-03-23,0.049,,N,seed coat removed,,Y,,Y,2018-03-01,Mark Castaneda
L2368,,Jinghan Xu,,2018-03-23,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2373,,Jinghan Xu,,2018-02-23,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2380,,Alexandra Geiger,,2018-03-28,0.054,,Y,leaves removed,,Y,,N,,Mark Castaneda
L2389,,Mark Castaneda,,2018-06-26,0.05,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L2390,,Jinghan Xu,,2018-02-23,0.05,,N,seed coat removed,,Y,,Y,2018-03-01,Mark Castaneda
L2392,,Mark Castaneda,,2018-06-26,0.052,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L2393,,Jinghan Xu,,2018-02-16,0.046,,N,needles removed,,N,,Y,2018-03-01,Mark Castaneda
L2394,,Mark Castaneda,,2018-06-21,0.025,,N,,,N,,Y,2018-07-01,Mark Castaneda
L2410,,Jinghan Xu,,2018-02-23,0.05,,Y,grass removed,,Y,,Y,2018-03-01,Mark Castaneda
L2412,,Mark Castaneda,,2018-06-26,0.052,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L2435,,Alexandra Geiger,,2018-03-30,0.052,,N,leaves and needles removed,,Y,,Y,2018-06-01,Mark Castaneda
L2445,,Adam Scott,,2018-02-22,0.049,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2540,,Jinghan Xu,,2018-03-16,0.049,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2547,,Jinghan Xu,,2018-03-16,0.051,,Y,,,Y,,Y,2018-03-01,Mark Castaneda
L2561,,Jinghan Xu,,2018-02-23,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2563,,Jinghan Xu,,2018-02-16,0.05,,N,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L2570,,Mark Castaneda,,2018-01-26,0.052,,Y,,,Y,,Y,2018-03-01,Mark Castaneda
L2573,,Jinghan Xu,,2018-02-23,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2585,,Mark Castaneda,,2018-03-23,0.05,,Y,needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L2587,,Adam Scott,,2018-02-15,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2595,,Jinghan Xu,,2018-03-23,0.049,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2605,,Mark Castaneda,,2018-06-22,0.027,,N,needles removed,,N,,Y,2018-07-01,Mark Castaneda
L2617,,Mark Castaneda,,2018-06-25,0.052,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L2622,,Adam Scott,,2018-03-28,0.05,,N,bristle and root,,Y,,Y,2018-06-01,Mark Castaneda
L2627,,Adam Scott,,2018-02-16,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2640,,Mark Castaneda,,2018-06-21,0.042,,Y,,,N,,Y,2018-07-01,Mark Castaneda
L2659,,Jinghan Xu,,2018-03-09,0.05,,N,grass removed,,Y,,Y,2018-03-01,Mark Castaneda
L2664,,Jinghan Xu,,2018-03-09,0.051,,N,bract and seedlling removed,,Y,,Y,2018-03-01,Mark Castaneda
L2669,,Jinghan Xu,,2018-02-23,0.029,,N,seed coat removed,,N,,Y,2018-03-01,Mark Castaneda
L2673,,Alexandra Geiger,,2018-03-28,0.05,,N,grass removed,,Y,,N,,Mark Castaneda
L2677,,Mark Castaneda,,2018-01-26,0.051,,N,bract and needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L2722,,Mark Castaneda,,2018-06-26,0.047,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L2724,,Mark Castaneda,,2018-06-25,0.05,,N,leaves removed,,Y,,Y,2018-07-01,Mark Castaneda
L2726,,Mark Castaneda,,2018-06-21,0.046,,N,needles removed,,N,,Y,2018-07-01,Mark Castaneda
L2730,,Mark Castaneda,,2018-06-22,0.048,,N,,,N,,Y,2018-07-01,Mark Castaneda
L2735,,Mark Castaneda,,2018-06-25,0.014,,N,leaves removed,,N,,Y,2018-07-01,Mark Castaneda
L2747,,Mark Castaneda,,2018-06-25,0.007,,N,leaves and needles removed,,N,,Y,2018-07-01,Mark Castaneda
L2748,,Jinghan Xu,,2018-03-23,0.051,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2760,,Alexandra Geiger,,2018-03-30,0.054,,N,,,Y,,Y,2018-06-01,Mark Castaneda
L2778,,Mark Castaneda,,2018-03-23,0.054,,N,needles removed,,Y,,N,,Mark Castaneda
L2782,,Mark Castaneda,,2018-06-22,0.017,,N,,,N,,Y,2018-07-01,Mark Castaneda
L2798,,Jinghan Xu,,2018-03-23,0.05,,N,grass removed,,Y,,Y,2018-03-01,Mark Castaneda
L2821,,Mark Castaneda,,2018-06-20,0.054,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L2839,,Mark Castaneda,,2018-06-20,0.052,,N,leaves removed,,N,,Y,2018-07-01,Mark Castaneda
L2848,,Jinghan Xu,,2018-03-09,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2864,,Adam Scott,,2018-02-15,0.048,,N,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L2866,,Mark Castaneda,,2018-03-23,0.014,,N,,,N,,Y,2018-03-01,Mark Castaneda
L2874,,Mark Castaneda,,2018-01-26,0.038,,N,,,N,,Y,2018-03-01,Mark Castaneda
L2880,,Mark Castaneda,,2018-03-23,0.048,,N,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L2883,,Mark Castaneda,,2018-03-16,0.052,,N,needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L2888,,Jinghan Xu,,2018-03-09,0.047,,N,,,N,,Y,2018-03-01,Mark Castaneda
L2890,,Training ,,2018-02-09,0.05,,N,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L2935,,Jinghan Xu,,2018-03-09,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2945,,Jinghan Xu,,2018-03-16,0.049,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L2967,,Alexandra Geiger,,2018-03-28,0.053,,N,grass removed,,Y,,N,,Mark Castaneda
L2987,,Mark Castaneda,,2018-02-02,0.028,,N,bracts removed,,N,,Y,2018-03-01,Mark Castaneda
L2995,,Alexandra Geiger,,2018-03-28,0.05,,N,,,Y,,N,,Mark Castaneda
L2998,,Jinghan Xu,,2018-02-23,0.038,,N,,,N,,Y,2018-03-01,Mark Castaneda
L3001,,Mark Castaneda,,2018-01-26,0.052,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L3004,,Alexandra Geiger,,2018-03-30,0.051,,N,,,Y,,Y,2018-06-01,Mark Castaneda
L3016,,Mark Castaneda,,2018-01-26,0.05,,Y,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L3030,,Mark Castaneda,,2018-02-02,0.035,,N,,,N,,Y,2018-03-01,Mark Castaneda
L3032,,Mark Castaneda,,2018-03-16,0.049,,N,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L3038,,Alexandra Geiger,,2018-03-30,0.049,,N,leaves removed,,Y,,Y,2018-06-01,Mark Castaneda
L3049,,Jinghan Xu,,2018-03-09,0.046,,N,bracts removed,,N,,Y,2018-03-01,Mark Castaneda
L3065,,Jinghan Xu,,2018-02-09,0.051,,Y,,,Y,,Y,2018-03-01,Mark Castaneda
L3075,,Adam Scott,,2018-02-15,0.01,,N,,,N,,Y,2018-03-01,Mark Castaneda
L3083,,Alexandra Geiger,,2018-03-30,0.05,,Y,bract and grass removed,,Y,,Y,2018-06-01,Mark Castaneda
L3084,,Mark Castaneda,,2018-03-16,0.03,,N,,,N,,Y,2018-03-01,Mark Castaneda
L3091,,Mark Castaneda,,2018-03-23,0.053,,N,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L3099,,Mark Castaneda,,2018-02-02,0.037,,N,,,N,,Y,2018-03-01,Mark Castaneda
L3102,,Mark Castaneda,,2018-01-26,0.051,,Y,"bract, leaf, and needle removed",,Y,,Y,2018-03-01,Mark Castaneda
L3126,,Jinghan Xu,,2018-02-23,0.051,,N,flower removed,,Y,,Y,2018-03-01,Mark Castaneda
L3147,,Mark Castaneda,,2018-06-21,0.055,,N,bract and needles removed,,Y,,Y,2018-07-01,Mark Castaneda
L3152,,Mark Castaneda,,2018-01-26,0.05,,Y,,,Y,,Y,2018-03-01,Mark Castaneda
L3164,,Training ,,2018-02-09,0.055,,N,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L3180,,Jinghan Xu,,2018-03-09,0.05,,N,,,N,,Y,2018-03-01,Mark Castaneda
L3202,,Jinghan Xu,,2018-03-23,0.051,,N,grass removed,,Y,,Y,2018-03-01,Mark Castaneda
L3212,,Adam Scott,,2018-03-28,0.051,,N,lots of seedlings; bristle,,Y,,Y,2018-06-01,Mark Castaneda
L3237,,Alexandra Geiger,,2018-03-28,0.051,,N,,,Y,,N,,Mark Castaneda
L3240,,Alexandra Geiger,,2018-03-28,0.052,,N,leaves removed,,Y,,N,,Mark Castaneda
L3246,,Mark Castaneda,,2018-06-22,0.031,,N,grass removed,,N,,Y,2018-07-01,Mark Castaneda
L3258,,Mark Castaneda,,2018-06-22,0.037,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3259,,Mark Castaneda,,2018-01-26,0.05,,N,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L3266,,Adam Scott,,2018-02-15,0.052,,N,needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L3272,,Jinghan Xu,,2018-02-15,0.05,,N,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L3275,,Jinghan Xu,,2018-02-15,0.051,,N,leaves and needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L3279,,Mark Castaneda,,2018-06-26,0.052,,Y,needles removed,,Y,,Y,2018-07-01,Mark Castaneda
L3304,,Alexandra Geiger,,2018-03-28,0.049,,N,,,Y,,N,,Mark Castaneda
L3313,,Adam Scott,,2018-02-22,0.051,,N,seedling removed,,Y,,Y,2018-03-01,Mark Castaneda
L3329,,Mark Castaneda,,2018-06-22,0.053,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3339,,Mark Castaneda,,2018-06-25,0.054,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3349,,Mark Castaneda,,2018-01-26,0.053,,Y,,,Y,,Y,2018-03-01,Mark Castaneda
L3353,,Jinghan Xu,,2018-03-09,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L3359,,Jinghan Xu,,2018-03-16,0.05,,N,seed coat removed,,Y,,Y,2018-03-01,Mark Castaneda
L3362,,Mark Castaneda,,2018-06-21,0.049,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3371,,Mark Castaneda,,2018-01-26,0.048,,N,needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L3373,,Mark Castaneda,,2018-06-22,0.04,,N,needles removed,,N,,Y,2018-07-01,Mark Castaneda
L3380,,Mark Castaneda,,2018-06-26,0.046,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3399,,Mark Castaneda,,2018-06-22,0.051,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3404,,Mark Castaneda,,2018-06-26,0.041,,N,leaves removed,,N,,Y,2018-07-01,Mark Castaneda
L3406,,Mark Castaneda,,2018-06-26,0.045,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3425,,Mark Castaneda,,2018-06-20,0.049,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3429,,Mark Castaneda,,2018-06-26,0.051,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3430,,Mark Castaneda,,2018-06-21,0.053,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3439,,Mark Castaneda,,2018-06-21,0.035,,N,bracts removed,,N,,Y,2018-07-01,Mark Castaneda
L3446,,Mark Castaneda,,2018-06-26,0.05,,N,leaves removed,,Y,,Y,2018-07-01,Mark Castaneda
L3462,,Mark Castaneda,,2018-06-26,0.038,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3463,,Jinghan Xu,,2018-02-16,0.052,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L3464,,,,2018-02-16,0.052,,N,,,,,,,
L3465,,Mark Castaneda,,2018-06-22,0.025,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3468,,Mark Castaneda,,2018-06-21,0.05,,N,leaves removed,,Y,,Y,2018-07-01,Mark Castaneda
L3471,,Mark Castaneda,,2018-06-20,0.048,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3487,,Mark Castaneda,,2018-06-22,0.048,,Y,grass and wood removed,,N,,Y,2018-07-01,Mark Castaneda
L3490,,Mark Castaneda,,2018-06-21,0.007,,Y,,,N,,Y,2018-07-01,Mark Castaneda
L3505,,Alexandra Geiger,,2018-01-22,0.047,,N,,,N,,Y,2018-03-01,Mark Castaneda
L3510,,Alexandra Geiger,,2018-03-30,0.049,,N,leaves removed,,Y,,Y,2018-06-01,Mark Castaneda
L3523,,Mark Castaneda,,2018-06-25,0.051,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3530,,Mark Castaneda,,2018-06-22,0.054,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3536,,Mark Castaneda,,2018-06-22,0.052,,N,leaves and needles removed,,N,,Y,2018-07-01,Mark Castaneda
L3537,,Mark Castaneda,,2018-06-22,0.049,,N,leaves removed,,Y,,Y,2018-07-01,Mark Castaneda
L3538,,Mark Castaneda,,2018-06-22,0.05,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3566,,Mark Castaneda,,2018-06-21,0.048,,N,bract and leaves removed,,Y,,Y,2018-07-01,Mark Castaneda
L3583,,Mark Castaneda,,2018-06-22,0.049,,N,grass removed,,Y,,Y,2018-07-01,Mark Castaneda
L3610,,Adam Scott,,2018-03-02,0.031,,N,,,N,,Y,2018-03-01,Mark Castaneda
L3617,,Mark Castaneda,,2018-06-22,0.049,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3620,,Jinghan Xu,,2018-03-23,0.05,,N,seedling removed,,Y,,Y,2018-03-01,Mark Castaneda
L3630,,Jinghan Xu,,2018-03-09,0.05,,N,seedling removed,,Y,,Y,2018-03-01,Mark Castaneda
L3633,,Mark Castaneda,,2018-06-26,0.046,,Y,,,Y,,Y,2018-07-01,Mark Castaneda
L3635,,Mark Castaneda,,2018-03-23,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L3643,,Mark Castaneda,,2018-01-19,0.052,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L3649,,Jinghan Xu,,2018-02-23,0.051,,Y,grass removed,,Y,,Y,2018-03-01,Mark Castaneda
L3654,,Mark Castaneda,,2018-06-19,0.052,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3662,,Mark Castaneda,,2018-06-25,0.05,,Y,grass and leaves removed,,N,,Y,2018-07-01,Mark Castaneda
L3664,,Adam Scott,,2018-03-02,0.049,,N,seedling removed,,Y,,Y,2018-03-01,Mark Castaneda
L3667,,Alexandra Geiger,,2018-03-30,0.051,,N,,,Y,,Y,2018-06-01,Mark Castaneda
L3668,,Mark Castaneda,,2018-02-02,0.055,,N,stems removed,,Y,,Y,2018-03-01,Mark Castaneda
L3670,,Jinghan Xu,,2018-03-23,0.049,,N,wood removed,,Y,,Y,2018-03-01,Mark Castaneda
L3673,,Mark Castaneda,,2018-06-22,0.042,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3680,,Mark Castaneda,,2018-06-20,0.053,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3683,,Mark Castaneda,,2018-06-26,0.051,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3690,,Mark Castaneda,,2018-06-21,0.051,,Y,,,Y,,Y,2018-07-01,Mark Castaneda
L3692,,Mark Castaneda,,2018-06-22,0.05,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3697,,Mark Castaneda,,2018-06-21,0.051,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3698,,Mark Castaneda,,2018-06-22,0.047,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3699,,Alexandra Geiger,,2018-03-28,0.03,,N,,,N,,N,,Mark Castaneda
L3702,,Jinghan Xu,,2018-03-09,0.05,,N,grass removed,,Y,,Y,2018-03-01,Mark Castaneda
L3711,,Mark Castaneda,,2018-06-26,0.039,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3716,,Mark Castaneda,,2018-06-25,0.043,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3725,,Mark Castaneda,,2018-06-20,0.052,,N,"bract, grass, and needle removed",,Y,,Y,2018-07-01,Mark Castaneda
L3728,,Mark Castaneda,,2018-03-23,0.048,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L3737,,Mark Castaneda,,2018-06-21,0.05,,N,leaves removed,,Y,,Y,2018-07-01,Mark Castaneda
L3748,,Mark Castaneda,,2018-01-26,0.049,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L3751,,Adam Scott,,2018-02-15,0.049,,N,needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L3756,,Adam Scott,,2018-02-15,0.051,,N,bract and needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L3757,,Jinghan Xu,,2018-03-16,0.051,,Y,needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L3767,,Mark Castaneda,,2018-06-20,0.051,,N,grass and leaves removed,,Y,,Y,2018-07-01,Mark Castaneda
L3769,,Mark Castaneda,,2018-06-26,0.023,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3773,,Jinghan Xu,,2018-02-23,0.05,,N,bracts removed,,Y,,Y,2018-03-01,Mark Castaneda
L3778,,Jinghan Xu,,2018-02-23,0.05,,N,grass removed,,Y,,Y,2018-03-01,Mark Castaneda
L3782,,Jinghan Xu,,2018-03-23,0.049,,N,grass removed,,Y,,Y,2018-03-01,Mark Castaneda
L3784,,Jinghan Xu,,2018-02-09,0.05,,N,leaves removed,,Y,,Y,2018-03-01,Mark Castaneda
L3785,,Jinghan Xu,,2018-03-23,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L3788,,Mark Castaneda,,2018-06-22,0.036,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3799,,Jinghan Xu,,2018-03-09,0.051,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L3804,,Mark Castaneda,,2018-06-25,0.051,,Y,needles removed,,Y,,Y,2018-07-01,Mark Castaneda
L3814,,Mark Castaneda,,2018-01-26,0.049,,N,,,N,,Y,2018-03-01,Mark Castaneda
L3821,,Jinghan Xu,,2018-03-16,0.05,,N,,,Y,,Y,2018-03-01,Mark Castaneda
L3824,,Mark Castaneda,,2018-06-21,0.035,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3826,,Mark Castaneda,,2018-06-26,0.041,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3830,,Mark Castaneda,,2018-06-21,0.048,,N,grass removed,,Y,,Y,2018-07-01,Mark Castaneda
L3831,,Mark Castaneda,,2018-06-26,0.052,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L3832,,Adam Scott,,2018-04-13,0.05,,N,,,Y,,Y,2018-06-01,Mark Castaneda
L3834,,Mark Castaneda,,2018-06-22,0.023,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3838,,Mark Castaneda,,2018-06-25,0.054,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3841,,Mark Castaneda,,2018-06-25,0.039,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3844,,Mark Castaneda,,2018-06-26,0.022,,N,,,N,,Y,2018-07-01,Mark Castaneda
L3848,,Jinghan Xu,,2018-02-23,0.051,,N,needles removed,,Y,,Y,2018-03-01,Mark Castaneda
L3875,,Mark Castaneda,,2018-06-26,0.041,,Y,,,N,,Y,2018-07-01,Mark Castaneda
L4087,,Adam Scott,,2018-04-13,0.019,,N,seedling removed,,N,,Y,2018-06-01,Mark Castaneda
L5643,,,,,,,,,,,,,,
L6001,,Mark Castaneda,,2018-06-22,0.049,,N,bracts removed,,Y,,Y,2018-07-01,Mark Castaneda
L6009,,Mark Castaneda,,2018-06-20,0.037,,N,grass and leaves removed,,N,,Y,2018-07-01,Mark Castaneda
L6013,,Mark Castaneda,,2018-06-25,0.009,,N,,,N,,Y,2018-07-01,Mark Castaneda
L6015,,Mark Castaneda,,2018-06-26,0.05,,N,,,Y,,Y,2018-07-01,Mark Castaneda
L6018,,Adam Scott,,2018-04-13,0.025,,N,,,N,,Y,2018-06-01,Mark Castaneda
L6024,,Mark Castaneda,,2018-06-21,0.048,,N,leaves removed,,Y,,Y,2018-07-01,Mark Castaneda
L6030,,Mark Castaneda,,2018-06-26,0.052,,N,needles removed,,Y,,Y,2018-07-01,Mark Castaneda
